Epoch(step|length),BatchTime,AvgBatchTime,Loss,AvgLoss,Accuracy,AvgAccuracy
[83][234/258],4.713,4.994,0.1513,0.1759,0.9000,0.9204
[83][235/258],5.728,4.997,0.3331,0.1765,0.7000,0.9195
[83][236/258],5.643,5.000,0.5192,0.1780,0.7000,0.9186
[83][237/258],4.995,5.000,0.0064,0.1773,1.0000,0.9189
[83][238/258],5.530,5.002,0.0583,0.1768,1.0000,0.9192
[83][239/258],5.888,5.006,0.0277,0.1761,1.0000,0.9196
[83][240/258],4.720,5.005,0.1464,0.1760,0.9000,0.9195
[83][241/258],5.493,5.007,0.1691,0.1760,0.8000,0.9190
[83][242/258],5.156,5.007,0.0973,0.1757,0.9000,0.9189
[83][243/258],6.028,5.012,0.1054,0.1754,0.9000,0.9189
[83][244/258],6.164,5.016,0.0786,0.1750,1.0000,0.9192
[83][245/258],4.711,5.015,0.4905,0.1763,0.8000,0.9187
[83][246/258],5.252,5.016,0.0307,0.1757,1.0000,0.9190
[83][247/258],6.364,5.021,0.1635,0.1756,1.0000,0.9194
[83][248/258],5.033,5.021,0.7824,0.1781,0.5000,0.9177
[83][249/258],5.788,5.025,0.2427,0.1783,0.9000,0.9176
[83][250/258],4.882,5.024,0.0211,0.1777,1.0000,0.9179
[83][251/258],5.358,5.025,0.0336,0.1771,1.0000,0.9183
[83][252/258],5.255,5.026,0.0017,0.1764,1.0000,0.9186
[83][253/258],5.462,5.028,0.1428,0.1763,0.9000,0.9185
[83][254/258],5.539,5.030,0.2433,0.1766,1.0000,0.9188
[83][255/258],4.768,5.029,0.0959,0.1762,1.0000,0.9191
[83][256/258],5.815,5.032,0.0387,0.1757,1.0000,0.9195
[83][257/258],3.310,5.025,0.1673,0.1757,1.0000,0.9197
[84][0/258],5.357,5.357,0.2167,0.2167,0.9000,0.9000
[84][1/258],4.623,4.990,0.0754,0.1461,1.0000,0.9500
[84][2/258],4.750,4.910,0.0931,0.1284,1.0000,0.9667
[84][3/258],4.435,4.791,0.0648,0.1125,1.0000,0.9750
[84][4/258],4.376,4.708,0.0014,0.0903,1.0000,0.9800
[84][5/258],3.975,4.586,0.1407,0.0987,0.9000,0.9667
[84][6/258],4.796,4.616,0.1657,0.1083,0.9000,0.9571
[84][7/258],5.497,4.726,0.1596,0.1147,0.9000,0.9500
[84][8/258],5.782,4.844,0.1227,0.1156,1.0000,0.9556
[84][9/258],4.439,4.803,0.3639,0.1404,0.8000,0.9400
[84][10/258],4.059,4.735,0.0630,0.1334,1.0000,0.9455
[84][11/258],4.827,4.743,0.1988,0.1388,1.0000,0.9500
[84][12/258],4.152,4.698,0.0839,0.1346,1.0000,0.9538
[84][13/258],3.506,4.612,0.0754,0.1304,1.0000,0.9571
[84][14/258],4.836,4.627,0.0303,0.1237,1.0000,0.9600
[84][15/258],5.685,4.694,0.2207,0.1298,0.8000,0.9500
[84][16/258],4.500,4.682,0.1695,0.1321,0.9000,0.9471
[84][17/258],4.193,4.655,0.0744,0.1289,1.0000,0.9500
[84][18/258],4.319,4.637,0.1630,0.1307,0.9000,0.9474
[84][19/258],4.345,4.623,0.2487,0.1366,0.8000,0.9400
[84][20/258],4.199,4.603,0.0291,0.1315,1.0000,0.9429
[84][21/258],5.568,4.646,0.0507,0.1278,1.0000,0.9455
[84][22/258],5.614,4.688,0.2871,0.1347,0.8000,0.9391
[84][23/258],4.093,4.664,0.1008,0.1333,1.0000,0.9417
[84][24/258],3.918,4.634,0.1589,0.1343,1.0000,0.9440
[84][25/258],4.002,4.610,0.1367,0.1344,0.9000,0.9423
[84][26/258],5.273,4.634,0.2391,0.1383,0.9000,0.9407
[84][27/258],3.729,4.602,0.0714,0.1359,1.0000,0.9429
[84][28/258],4.196,4.588,0.3076,0.1418,0.8000,0.9379
[84][29/258],4.677,4.591,0.1228,0.1412,0.9000,0.9367
[84][30/258],5.219,4.611,0.0287,0.1376,1.0000,0.9387
[84][31/258],5.093,4.626,0.0620,0.1352,1.0000,0.9406
[84][32/258],4.021,4.608,0.3050,0.1404,0.9000,0.9394
[84][33/258],4.516,4.605,0.2751,0.1443,0.8000,0.9353
[84][34/258],5.408,4.628,0.0772,0.1424,0.9000,0.9343
[84][35/258],3.846,4.606,0.6830,0.1574,0.9000,0.9333
[84][36/258],4.426,4.601,0.1094,0.1561,1.0000,0.9351
[84][37/258],3.510,4.573,0.0275,0.1527,1.0000,0.9368
[84][38/258],4.428,4.569,0.0342,0.1497,1.0000,0.9385
[84][39/258],4.429,4.565,0.2028,0.1510,0.9000,0.9375
[84][40/258],4.930,4.574,0.1216,0.1503,0.9000,0.9366
[84][41/258],3.283,4.544,0.0571,0.1481,1.0000,0.9381
[84][42/258],5.332,4.562,0.1263,0.1476,0.9000,0.9372
[84][43/258],4.476,4.560,0.2137,0.1491,0.8000,0.9341
[84][44/258],3.818,4.543,0.1011,0.1480,1.0000,0.9356
[84][45/258],4.744,4.548,0.2451,0.1501,0.9000,0.9348
[84][46/258],4.274,4.542,0.1538,0.1502,0.9000,0.9340
[84][47/258],4.443,4.540,0.1330,0.1498,1.0000,0.9354
[84][48/258],5.995,4.570,0.1576,0.1500,0.9000,0.9347
[84][49/258],3.999,4.558,0.0184,0.1474,1.0000,0.9360
[84][50/258],4.334,4.554,0.1670,0.1478,0.9000,0.9353
[84][51/258],5.044,4.563,0.0032,0.1450,1.0000,0.9365
[84][52/258],5.742,4.586,0.0561,0.1433,1.0000,0.9377
[84][53/258],5.385,4.600,0.2916,0.1460,0.8000,0.9352
[84][54/258],5.039,4.608,0.0646,0.1446,1.0000,0.9364
[84][55/258],6.015,4.633,0.1892,0.1454,0.8000,0.9339
[84][56/258],3.883,4.620,0.0698,0.1440,1.0000,0.9351
[84][57/258],4.382,4.616,0.5677,0.1513,0.9000,0.9345
[84][58/258],4.494,4.614,0.2700,0.1534,0.9000,0.9339
[84][59/258],4.798,4.617,0.0771,0.1521,1.0000,0.9350
[84][60/258],5.958,4.639,0.6091,0.1596,0.8000,0.9328
[84][61/258],4.136,4.631,0.1744,0.1598,0.9000,0.9323
[84][62/258],3.950,4.620,0.0287,0.1577,1.0000,0.9333
[84][63/258],3.853,4.608,0.1531,0.1577,0.9000,0.9328
[84][64/258],4.440,4.606,0.1500,0.1575,0.9000,0.9323
[84][65/258],5.254,4.615,0.4520,0.1620,0.8000,0.9303
[84][66/258],4.641,4.616,0.0840,0.1608,0.9000,0.9299
[84][67/258],6.599,4.645,0.2190,0.1617,0.9000,0.9294
[84][68/258],4.299,4.640,0.0870,0.1606,1.0000,0.9304
[84][69/258],4.155,4.633,0.2121,0.1613,0.8000,0.9286
[84][70/258],4.070,4.625,0.2201,0.1622,0.9000,0.9282
[84][71/258],5.716,4.640,0.1000,0.1613,1.0000,0.9292
[84][72/258],4.899,4.644,0.1423,0.1611,1.0000,0.9301
[84][73/258],5.067,4.650,0.2188,0.1618,0.9000,0.9297
[84][74/258],5.709,4.664,0.1406,0.1615,1.0000,0.9307
[84][75/258],5.691,4.677,0.7474,0.1693,0.7000,0.9276
[84][76/258],5.803,4.692,0.4104,0.1724,0.8000,0.9260
[84][77/258],4.513,4.690,0.1085,0.1716,1.0000,0.9269
[84][78/258],5.367,4.698,0.2167,0.1721,0.9000,0.9266
[84][79/258],5.662,4.710,0.1931,0.1724,0.9000,0.9263
[84][80/258],4.558,4.708,0.2525,0.1734,0.9000,0.9259
[84][81/258],5.159,4.714,0.0959,0.1724,1.0000,0.9268
[84][82/258],4.913,4.716,0.3306,0.1744,0.9000,0.9265
[84][83/258],5.018,4.720,0.1460,0.1740,1.0000,0.9274
[84][84/258],3.313,4.703,0.2254,0.1746,0.9000,0.9271
[84][85/258],4.926,4.706,0.7454,0.1813,0.8000,0.9256
[84][86/258],5.006,4.709,0.2784,0.1824,0.8000,0.9241
[84][87/258],4.996,4.713,0.0925,0.1814,1.0000,0.9250
[84][88/258],5.468,4.721,0.2176,0.1818,0.9000,0.9247
[84][89/258],4.491,4.718,0.2321,0.1823,0.8000,0.9233
[84][90/258],4.118,4.712,0.1674,0.1822,0.8000,0.9220
[84][91/258],4.826,4.713,0.0831,0.1811,1.0000,0.9228
[84][92/258],5.048,4.717,0.0263,0.1794,1.0000,0.9237
[84][93/258],5.218,4.722,0.4536,0.1823,0.8000,0.9223
[84][94/258],4.811,4.723,0.3519,0.1841,0.9000,0.9221
[84][95/258],4.472,4.720,0.1060,0.1833,1.0000,0.9229
[84][96/258],5.690,4.730,0.0740,0.1822,1.0000,0.9237
[84][97/258],4.671,4.730,0.0982,0.1813,0.9000,0.9235
[84][98/258],4.785,4.730,0.0619,0.1801,1.0000,0.9242
[84][99/258],4.728,4.730,0.3137,0.1814,0.9000,0.9240
[84][100/258],4.467,4.728,0.1333,0.1810,0.9000,0.9238
[84][101/258],5.486,4.735,0.1414,0.1806,1.0000,0.9245
[84][102/258],5.649,4.744,0.2721,0.1815,0.8000,0.9233
[84][103/258],4.415,4.741,0.0651,0.1803,1.0000,0.9240
[84][104/258],5.165,4.745,0.0649,0.1792,1.0000,0.9248
[84][105/258],4.584,4.743,0.1279,0.1788,0.9000,0.9245
[84][106/258],5.232,4.748,0.1937,0.1789,0.9000,0.9243
[84][107/258],5.881,4.758,0.0660,0.1779,1.0000,0.9250
[84][108/258],5.901,4.769,0.1156,0.1773,1.0000,0.9257
[84][109/258],4.679,4.768,0.0086,0.1758,1.0000,0.9264
[84][110/258],4.726,4.768,0.0955,0.1750,1.0000,0.9270
[84][111/258],4.551,4.766,0.2281,0.1755,0.9000,0.9268
[84][112/258],5.075,4.769,0.1975,0.1757,0.8000,0.9257
[84][113/258],5.490,4.775,0.2588,0.1764,0.9000,0.9254
[84][114/258],4.212,4.770,0.1143,0.1759,0.9000,0.9252
[84][115/258],5.442,4.776,0.1735,0.1759,0.9000,0.9250
[84][116/258],6.342,4.789,0.0387,0.1747,1.0000,0.9256
[84][117/258],5.202,4.793,0.1788,0.1747,1.0000,0.9263
[84][118/258],5.064,4.795,0.0154,0.1734,1.0000,0.9269
[84][119/258],4.653,4.794,0.1486,0.1732,0.9000,0.9267
[84][120/258],5.923,4.803,0.0526,0.1722,1.0000,0.9273
[84][121/258],5.282,4.807,0.1130,0.1717,1.0000,0.9279
[84][122/258],5.821,4.815,0.1279,0.1713,1.0000,0.9285
[84][123/258],3.597,4.805,0.0663,0.1705,1.0000,0.9290
[84][124/258],5.283,4.809,0.2638,0.1712,0.8000,0.9280
[84][125/258],4.573,4.807,0.1283,0.1709,1.0000,0.9286
[84][126/258],5.375,4.812,0.2777,0.1717,0.9000,0.9283
[84][127/258],4.788,4.812,0.0093,0.1705,1.0000,0.9289
[84][128/258],4.770,4.811,0.2539,0.1711,0.9000,0.9287
[84][129/258],5.803,4.819,0.8846,0.1766,0.7000,0.9269
[84][130/258],5.249,4.822,0.3899,0.1782,0.6000,0.9244
[84][131/258],5.281,4.826,0.1532,0.1781,1.0000,0.9250
[84][132/258],5.329,4.829,0.1988,0.1782,0.8000,0.9241
[84][133/258],4.555,4.827,0.1037,0.1777,1.0000,0.9246
[84][134/258],4.187,4.823,0.5127,0.1801,0.8000,0.9237
[84][135/258],5.057,4.824,0.2529,0.1807,0.9000,0.9235
[84][136/258],5.046,4.826,0.0310,0.1796,1.0000,0.9241
[84][137/258],4.579,4.824,0.1747,0.1795,0.9000,0.9239
[84][138/258],5.820,4.831,0.0572,0.1787,1.0000,0.9245
[84][139/258],6.177,4.841,0.1516,0.1785,0.9000,0.9243
[84][140/258],4.305,4.837,0.1520,0.1783,0.9000,0.9241
[84][141/258],5.935,4.845,0.1535,0.1781,0.9000,0.9239
[84][142/258],5.471,4.849,0.0185,0.1770,1.0000,0.9245
[84][143/258],5.034,4.851,0.1728,0.1770,0.9000,0.9243
[84][144/258],4.891,4.851,0.1625,0.1769,1.0000,0.9248
[84][145/258],5.830,4.858,0.0812,0.1762,1.0000,0.9253
[84][146/258],4.484,4.855,0.5978,0.1791,0.9000,0.9252
[84][147/258],5.383,4.859,0.1941,0.1792,1.0000,0.9257
[84][148/258],8.595,4.884,0.0695,0.1784,1.0000,0.9262
[84][149/258],5.325,4.887,0.1807,0.1785,0.9000,0.9260
[84][150/258],5.020,4.888,0.1298,0.1781,0.9000,0.9258
[84][151/258],5.940,4.894,0.0208,0.1771,1.0000,0.9263
[84][152/258],11.285,4.936,0.0794,0.1765,0.9000,0.9261
[84][153/258],6.552,4.947,0.0404,0.1756,1.0000,0.9266
[84][154/258],6.022,4.954,0.1162,0.1752,1.0000,0.9271
[84][155/258],6.402,4.963,0.3696,0.1764,0.8000,0.9263
[84][156/258],5.249,4.965,0.0313,0.1755,1.0000,0.9268
[84][157/258],4.631,4.963,0.1970,0.1756,0.9000,0.9266
[84][158/258],5.817,4.968,0.1836,0.1757,0.9000,0.9264
[84][159/258],5.130,4.969,0.3884,0.1770,0.9000,0.9263
[84][160/258],5.775,4.974,0.3067,0.1778,0.9000,0.9261
[84][161/258],4.988,4.974,0.1884,0.1779,0.8000,0.9253
[84][162/258],5.095,4.975,0.0065,0.1768,1.0000,0.9258
[84][163/258],5.347,4.977,0.4657,0.1786,0.9000,0.9256
[84][164/258],4.370,4.973,0.0229,0.1777,1.0000,0.9261
[84][165/258],4.738,4.972,0.1182,0.1773,1.0000,0.9265
[84][166/258],5.593,4.976,0.1932,0.1774,0.9000,0.9263
[84][167/258],5.801,4.981,0.1122,0.1770,1.0000,0.9268
[84][168/258],4.401,4.977,0.0282,0.1761,1.0000,0.9272
[84][169/258],4.281,4.973,0.2159,0.1764,0.9000,0.9271
[84][170/258],4.868,4.973,0.1273,0.1761,0.9000,0.9269
[84][171/258],4.501,4.970,0.1821,0.1761,0.9000,0.9267
[84][172/258],5.058,4.970,0.1270,0.1758,0.9000,0.9266
[84][173/258],4.879,4.970,0.0936,0.1754,0.9000,0.9264
[84][174/258],5.343,4.972,0.3409,0.1763,0.8000,0.9257
[84][175/258],3.910,4.966,0.0688,0.1757,1.0000,0.9261
[84][176/258],5.801,4.971,0.0642,0.1751,1.0000,0.9266
[84][177/258],5.140,4.972,0.1367,0.1748,0.9000,0.9264
[84][178/258],5.258,4.973,0.0808,0.1743,1.0000,0.9268
[84][179/258],6.279,4.980,0.0260,0.1735,1.0000,0.9272
[84][180/258],4.893,4.980,0.2405,0.1739,0.9000,0.9271
[84][181/258],5.293,4.982,0.2313,0.1742,0.9000,0.9269
[84][182/258],5.551,4.985,0.1965,0.1743,0.9000,0.9268
[84][183/258],5.277,4.986,0.1383,0.1741,1.0000,0.9272
[84][184/258],4.933,4.986,0.2125,0.1743,0.8000,0.9265
[84][185/258],4.655,4.984,0.0718,0.1738,1.0000,0.9269
[84][186/258],5.769,4.988,0.3327,0.1746,0.9000,0.9267
[84][187/258],4.628,4.987,0.2266,0.1749,0.9000,0.9266
[84][188/258],6.474,4.994,0.0664,0.1743,1.0000,0.9270
[84][189/258],4.602,4.992,0.1516,0.1742,0.9000,0.9268
[84][190/258],5.363,4.994,0.3956,0.1754,0.8000,0.9262
[84][191/258],5.413,4.996,0.0722,0.1748,1.0000,0.9266
[84][192/258],5.258,4.998,0.3589,0.1758,0.9000,0.9264
[84][193/258],6.000,5.003,0.0773,0.1753,1.0000,0.9268
[84][194/258],4.498,5.000,0.4219,0.1765,0.8000,0.9262
[84][195/258],5.193,5.001,0.0388,0.1758,1.0000,0.9265
[84][196/258],5.284,5.003,0.1983,0.1759,0.9000,0.9264
[84][197/258],5.479,5.005,0.4933,0.1775,0.8000,0.9258
[84][198/258],4.512,5.003,0.1356,0.1773,1.0000,0.9261
[84][199/258],5.578,5.006,0.0123,0.1765,1.0000,0.9265
[84][200/258],5.431,5.008,0.1561,0.1764,0.9000,0.9264
[84][201/258],5.808,5.012,0.0224,0.1756,1.0000,0.9267
[84][202/258],5.640,5.015,0.1238,0.1754,0.9000,0.9266
[84][203/258],4.260,5.011,0.1535,0.1753,1.0000,0.9270
[84][204/258],5.288,5.012,0.3859,0.1763,0.7000,0.9259
[84][205/258],4.893,5.012,0.0554,0.1757,1.0000,0.9262
[84][206/258],5.450,5.014,0.0938,0.1753,1.0000,0.9266
[84][207/258],6.249,5.020,0.1876,0.1754,0.9000,0.9264
[84][208/258],5.265,5.021,0.4550,0.1767,0.6000,0.9249
[84][209/258],5.125,5.022,0.1868,0.1768,1.0000,0.9252
[84][210/258],6.037,5.026,0.1149,0.1765,1.0000,0.9256
[84][211/258],5.686,5.030,0.0042,0.1757,1.0000,0.9259
[84][212/258],4.956,5.029,0.0932,0.1753,1.0000,0.9263
[84][213/258],4.612,5.027,0.0858,0.1749,1.0000,0.9266
[84][214/258],4.456,5.025,0.0989,0.1745,1.0000,0.9270
[84][215/258],4.805,5.024,0.1866,0.1746,1.0000,0.9273
[84][216/258],5.033,5.024,0.3597,0.1754,0.7000,0.9263
[84][217/258],4.131,5.020,0.1101,0.1751,0.9000,0.9261
[84][218/258],5.031,5.020,0.5211,0.1767,0.9000,0.9260
[84][219/258],4.304,5.016,0.1777,0.1767,0.9000,0.9259
[84][220/258],5.402,5.018,0.0248,0.1760,1.0000,0.9262
[84][221/258],5.164,5.019,0.0077,0.1753,1.0000,0.9266
[84][222/258],5.648,5.022,0.1110,0.1750,1.0000,0.9269
[84][223/258],6.249,5.027,0.0096,0.1742,1.0000,0.9272
[84][224/258],8.288,5.042,0.0232,0.1736,1.0000,0.9276
[84][225/258],5.653,5.044,0.2913,0.1741,0.8000,0.9270
[84][226/258],4.552,5.042,0.4701,0.1754,0.8000,0.9264
[84][227/258],6.094,5.047,0.1219,0.1751,1.0000,0.9268
[84][228/258],5.704,5.050,0.2913,0.1757,0.8000,0.9262
[84][229/258],5.784,5.053,0.0902,0.1753,1.0000,0.9265
[84][230/258],5.570,5.055,0.1264,0.1751,1.0000,0.9268
[84][231/258],5.391,5.056,0.3109,0.1757,0.8000,0.9263
[84][232/258],5.252,5.057,0.2514,0.1760,0.9000,0.9262
[84][233/258],5.858,5.061,0.1314,0.1758,0.9000,0.9261
[84][234/258],5.462,5.062,0.0314,0.1752,1.0000,0.9264
[84][235/258],4.861,5.062,0.1631,0.1751,1.0000,0.9267
[84][236/258],5.829,5.065,0.2288,0.1754,0.8000,0.9262
[84][237/258],4.620,5.063,0.1378,0.1752,1.0000,0.9265
[84][238/258],6.099,5.067,0.1237,0.1750,1.0000,0.9268
[84][239/258],5.497,5.069,0.0178,0.1743,1.0000,0.9271
[84][240/258],5.650,5.071,0.1450,0.1742,1.0000,0.9274
[84][241/258],5.077,5.071,0.0193,0.1736,1.0000,0.9277
[84][242/258],5.893,5.075,0.0188,0.1729,1.0000,0.9280
[84][243/258],4.901,5.074,0.1694,0.1729,1.0000,0.9283
[84][244/258],5.114,5.074,0.1180,0.1727,0.9000,0.9282
[84][245/258],4.952,5.074,0.0644,0.1722,1.0000,0.9285
[84][246/258],5.260,5.075,0.1545,0.1722,0.9000,0.9283
[84][247/258],5.941,5.078,0.1808,0.1722,0.9000,0.9282
[84][248/258],4.677,5.076,0.2324,0.1725,1.0000,0.9285
[84][249/258],5.945,5.080,0.1263,0.1723,1.0000,0.9288
[84][250/258],5.193,5.080,0.0968,0.1720,0.9000,0.9287
[84][251/258],4.737,5.079,0.1473,0.1719,0.9000,0.9286
[84][252/258],4.785,5.078,0.2956,0.1724,0.8000,0.9281
[84][253/258],6.530,5.084,0.2535,0.1727,0.8000,0.9276
[84][254/258],5.898,5.087,0.1569,0.1726,0.9000,0.9275
[84][255/258],4.859,5.086,0.0739,0.1722,1.0000,0.9277
[84][256/258],5.787,5.089,0.1902,0.1723,0.8000,0.9272
[84][257/258],2.917,5.080,0.0255,0.1719,1.0000,0.9274
[85][0/258],4.809,4.809,0.4452,0.4452,0.9000,0.9000
[85][1/258],4.616,4.713,0.2184,0.3318,0.9000,0.9000
[85][2/258],3.706,4.377,0.3754,0.3463,0.8000,0.8667
[85][3/258],4.374,4.377,0.1520,0.2977,1.0000,0.9000
[85][4/258],3.855,4.272,0.1603,0.2703,1.0000,0.9200
[85][5/258],5.667,4.505,0.1688,0.2533,1.0000,0.9333
[85][6/258],4.728,4.536,0.2209,0.2487,0.9000,0.9286
[85][7/258],3.485,4.405,0.0032,0.2180,1.0000,0.9375
[85][8/258],4.910,4.461,0.1952,0.2155,0.9000,0.9333
[85][9/258],4.425,4.457,0.0816,0.2021,1.0000,0.9400
[85][10/258],3.814,4.399,0.1494,0.1973,0.9000,0.9364
[85][11/258],4.273,4.389,0.1569,0.1939,0.9000,0.9333
[85][12/258],4.445,4.393,0.0399,0.1821,1.0000,0.9385
[85][13/258],3.925,4.359,0.4940,0.2044,0.9000,0.9357
[85][14/258],5.182,4.414,0.0399,0.1934,1.0000,0.9400
[85][15/258],4.132,4.397,0.2238,0.1953,0.9000,0.9375
[85][16/258],4.553,4.406,0.4736,0.2117,0.8000,0.9294
[85][17/258],4.495,4.411,0.3411,0.2189,0.9000,0.9278
[85][18/258],4.496,4.415,0.1243,0.2139,0.9000,0.9263
[85][19/258],4.592,4.424,0.0244,0.2044,1.0000,0.9300
[85][20/258],3.754,4.392,0.0391,0.1965,1.0000,0.9333
[85][21/258],5.574,4.446,0.0400,0.1894,1.0000,0.9364
[85][22/258],4.294,4.439,0.1625,0.1882,0.9000,0.9348
[85][23/258],4.662,4.449,0.0627,0.1830,1.0000,0.9375
[85][24/258],4.715,4.459,0.2543,0.1859,0.8000,0.9320
[85][25/258],4.434,4.458,0.2276,0.1875,0.8000,0.9269
[85][26/258],4.549,4.462,0.2258,0.1889,0.9000,0.9259
[85][27/258],4.909,4.478,0.1176,0.1863,1.0000,0.9286
[85][28/258],5.487,4.512,0.1606,0.1855,1.0000,0.9310
[85][29/258],4.805,4.522,0.1145,0.1831,0.9000,0.9300
[85][30/258],4.269,4.514,0.0989,0.1804,1.0000,0.9323
[85][31/258],5.071,4.531,0.0729,0.1770,1.0000,0.9344
[85][32/258],4.700,4.537,0.7207,0.1935,0.7000,0.9273
[85][33/258],4.838,4.545,0.2582,0.1954,0.8000,0.9235
[85][34/258],4.697,4.550,0.1024,0.1927,1.0000,0.9257
[85][35/258],3.921,4.532,0.2295,0.1938,1.0000,0.9278
[85][36/258],3.451,4.503,0.0956,0.1911,1.0000,0.9297
[85][37/258],4.619,4.506,0.2959,0.1939,0.8000,0.9263
[85][38/258],3.836,4.489,0.1048,0.1916,0.9000,0.9256
[85][39/258],4.123,4.480,0.1672,0.1910,0.9000,0.9250
[85][40/258],5.332,4.501,0.5414,0.1995,0.7000,0.9195
[85][41/258],4.561,4.502,0.0731,0.1965,1.0000,0.9214
[85][42/258],8.509,4.595,0.4783,0.2031,0.6000,0.9140
[85][43/258],7.969,4.672,0.0991,0.2007,1.0000,0.9159
[85][44/258],7.949,4.745,0.0076,0.1964,1.0000,0.9178
[85][45/258],13.956,4.945,0.1829,0.1961,0.9000,0.9174
[85][46/258],9.217,5.036,0.0872,0.1938,0.9000,0.9170
[85][47/258],6.114,5.058,0.0558,0.1909,1.0000,0.9187
[85][48/258],6.204,5.082,0.1500,0.1901,0.9000,0.9184
[85][49/258],5.535,5.091,0.3479,0.1932,0.8000,0.9160
[85][50/258],5.441,5.098,0.0209,0.1899,1.0000,0.9176
[85][51/258],6.567,5.126,0.4653,0.1952,0.9000,0.9173
[85][52/258],5.486,5.133,0.0794,0.1930,1.0000,0.9189
[85][53/258],4.525,5.121,0.1718,0.1926,0.9000,0.9185
[85][54/258],5.658,5.131,0.2423,0.1935,0.9000,0.9182
[85][55/258],5.673,5.141,0.6202,0.2011,0.7000,0.9143
[85][56/258],5.992,5.156,0.0285,0.1981,1.0000,0.9158
[85][57/258],5.526,5.162,0.0719,0.1959,1.0000,0.9172
[85][58/258],6.079,5.178,0.1837,0.1957,0.8000,0.9153
[85][59/258],5.087,5.176,0.1171,0.1944,1.0000,0.9167
[85][60/258],5.091,5.175,0.1729,0.1940,0.9000,0.9164
[85][61/258],5.135,5.174,0.2078,0.1943,0.9000,0.9161
[85][62/258],5.581,5.181,0.1492,0.1935,0.9000,0.9159
[85][63/258],5.137,5.180,0.0449,0.1912,1.0000,0.9172
[85][64/258],6.285,5.197,0.0876,0.1896,1.0000,0.9185
[85][65/258],4.887,5.192,0.0533,0.1876,1.0000,0.9197
[85][66/258],5.772,5.201,0.1248,0.1866,1.0000,0.9209
[85][67/258],6.741,5.224,0.0429,0.1845,1.0000,0.9221
[85][68/258],4.265,5.210,0.0953,0.1832,1.0000,0.9232
[85][69/258],4.726,5.203,0.0365,0.1811,1.0000,0.9243
[85][70/258],5.353,5.205,0.0796,0.1797,1.0000,0.9254
[85][71/258],6.012,5.216,0.1528,0.1793,1.0000,0.9264
[85][72/258],4.946,5.212,0.1036,0.1783,1.0000,0.9274
[85][73/258],10.559,5.285,0.2913,0.1798,0.9000,0.9270
[85][74/258],9.090,5.335,0.0803,0.1785,1.0000,0.9280
[85][75/258],9.946,5.396,0.0747,0.1771,1.0000,0.9289
[85][76/258],9.065,5.444,0.1648,0.1770,0.9000,0.9286
[85][77/258],5.788,5.448,0.1076,0.1761,1.0000,0.9295
[85][78/258],9.531,5.500,0.1201,0.1754,0.9000,0.9291
[85][79/258],8.729,5.540,0.0035,0.1732,1.0000,0.9300
[85][80/258],11.275,5.611,0.5223,0.1775,0.8000,0.9284
[85][81/258],7.972,5.640,0.1903,0.1777,0.8000,0.9268
[85][82/258],7.361,5.660,0.0450,0.1761,1.0000,0.9277
[85][83/258],7.567,5.683,0.1933,0.1763,1.0000,0.9286
[85][84/258],9.117,5.724,0.1589,0.1761,0.9000,0.9282
[85][85/258],9.165,5.764,0.0768,0.1749,0.9000,0.9279
[85][86/258],8.238,5.792,0.0215,0.1732,1.0000,0.9287
[85][87/258],8.305,5.821,0.1996,0.1735,0.9000,0.9284
[85][88/258],11.651,5.886,0.4477,0.1765,0.9000,0.9281
[85][89/258],9.443,5.926,0.1221,0.1759,1.0000,0.9289
[85][90/258],9.879,5.969,0.1737,0.1759,0.9000,0.9286
[85][91/258],8.626,5.998,0.1313,0.1754,0.9000,0.9283
[85][92/258],9.400,6.035,0.2365,0.1761,0.9000,0.9280
[85][93/258],6.483,6.039,0.0788,0.1750,1.0000,0.9287
[85][94/258],11.343,6.095,0.0778,0.1740,1.0000,0.9295
[85][95/258],8.599,6.121,0.2126,0.1744,0.9000,0.9292
[85][96/258],8.285,6.144,0.1726,0.1744,0.9000,0.9289
[85][97/258],10.602,6.189,0.1744,0.1744,0.9000,0.9286
[85][98/258],6.976,6.197,0.1040,0.1737,0.9000,0.9283
[85][99/258],9.039,6.225,0.0415,0.1724,1.0000,0.9290
[85][100/258],8.250,6.245,0.2380,0.1730,0.9000,0.9287
[85][101/258],7.179,6.255,0.0877,0.1722,1.0000,0.9294
[85][102/258],9.938,6.290,0.0816,0.1713,1.0000,0.9301
[85][103/258],7.610,6.303,0.0557,0.1702,1.0000,0.9308
[85][104/258],9.461,6.333,0.4664,0.1730,0.8000,0.9295
[85][105/258],8.767,6.356,0.1100,0.1724,1.0000,0.9302
[85][106/258],8.629,6.377,0.2150,0.1728,0.9000,0.9299
[85][107/258],9.584,6.407,0.2203,0.1733,0.8000,0.9287
[85][108/258],8.190,6.423,0.0724,0.1723,1.0000,0.9294
[85][109/258],8.821,6.445,0.2252,0.1728,0.8000,0.9282
[85][110/258],7.710,6.457,0.0292,0.1715,1.0000,0.9288
[85][111/258],8.654,6.476,0.4344,0.1739,0.7000,0.9268
[85][112/258],8.710,6.496,0.1053,0.1733,0.9000,0.9265
[85][113/258],7.937,6.509,0.0078,0.1718,1.0000,0.9272
[85][114/258],10.552,6.544,0.1172,0.1713,1.0000,0.9278
[85][115/258],8.159,6.558,0.3491,0.1729,0.8000,0.9267
