Epoch(step|length),BatchTime,AvgBatchTime,Loss,AvgLoss,Accuracy,AvgAccuracy
[39][161/258],2.494,3.419,0.7976,0.5979,0.6000,0.7062
[39][162/258],4.545,3.426,0.5537,0.5977,0.7000,0.7061
[39][163/258],4.742,3.434,0.7895,0.5988,0.7000,0.7061
[39][164/258],4.651,3.441,0.6545,0.5992,0.8000,0.7067
[39][165/258],3.343,3.440,0.5826,0.5991,0.6000,0.7060
[39][166/258],3.491,3.441,0.5532,0.5988,0.5000,0.7048
[39][167/258],4.134,3.445,0.7769,0.5999,0.7000,0.7048
[39][168/258],4.410,3.451,0.7786,0.6009,0.7000,0.7047
[39][169/258],3.645,3.452,0.6917,0.6014,0.5000,0.7035
[39][170/258],3.100,3.450,0.3903,0.6002,0.9000,0.7047
[39][171/258],3.422,3.449,0.6905,0.6007,0.7000,0.7047
[39][172/258],4.751,3.457,0.7154,0.6014,0.6000,0.7040
[39][173/258],3.108,3.455,0.5400,0.6010,0.8000,0.7046
[39][174/258],4.338,3.460,0.5054,0.6005,0.8000,0.7051
[39][175/258],4.874,3.468,0.6320,0.6007,0.6000,0.7045
[39][176/258],3.630,3.469,0.6095,0.6007,0.6000,0.7040
[39][177/258],4.400,3.474,1.5933,0.6063,0.6000,0.7034
[39][178/258],2.896,3.471,0.5151,0.6058,0.8000,0.7039
[39][179/258],3.651,3.472,0.7552,0.6066,0.5000,0.7028
[39][180/258],3.964,3.475,0.7105,0.6072,0.8000,0.7033
[39][181/258],3.301,3.474,0.6214,0.6073,0.7000,0.7033
[39][182/258],2.351,3.468,0.4411,0.6064,1.0000,0.7049
[39][183/258],4.436,3.473,0.8119,0.6075,0.4000,0.7033
[39][184/258],3.407,3.473,0.4046,0.6064,0.9000,0.7043
[39][185/258],3.342,3.472,0.7029,0.6069,0.7000,0.7043
[39][186/258],8.659,3.500,0.6169,0.6070,0.8000,0.7048
[39][187/258],3.605,3.500,0.5959,0.6069,0.6000,0.7043
[39][188/258],3.949,3.503,0.6281,0.6070,0.5000,0.7032
[39][189/258],4.257,3.506,0.5196,0.6066,0.8000,0.7037
[39][190/258],4.220,3.510,0.7438,0.6073,0.6000,0.7031
[39][191/258],3.767,3.512,0.5452,0.6070,0.8000,0.7036
[39][192/258],3.591,3.512,0.7237,0.6076,0.5000,0.7026
[39][193/258],3.823,3.514,0.4827,0.6069,0.7000,0.7026
[39][194/258],3.552,3.514,0.4284,0.6060,0.8000,0.7031
[39][195/258],3.384,3.513,0.7058,0.6065,0.5000,0.7020
[39][196/258],4.107,3.516,0.5999,0.6065,0.7000,0.7020
[39][197/258],16.993,3.584,0.4620,0.6057,0.8000,0.7025
[39][198/258],12.235,3.628,0.4573,0.6050,0.8000,0.7030
[39][199/258],11.724,3.668,0.7454,0.6057,0.8000,0.7035
[39][200/258],3.146,3.666,0.5316,0.6053,0.8000,0.7040
[39][201/258],3.066,3.663,0.5142,0.6049,0.7000,0.7040
[39][202/258],3.324,3.661,0.8340,0.6060,0.8000,0.7044
[39][203/258],3.811,3.662,0.3683,0.6048,0.9000,0.7054
[39][204/258],3.400,3.660,0.5918,0.6048,0.7000,0.7054
[39][205/258],5.187,3.668,0.7074,0.6053,0.5000,0.7044
[39][206/258],4.174,3.670,0.3348,0.6040,1.0000,0.7058
[39][207/258],4.927,3.676,0.5313,0.6036,0.9000,0.7067
[39][208/258],3.779,3.677,0.4271,0.6028,0.8000,0.7072
[39][209/258],3.993,3.678,0.8357,0.6039,0.6000,0.7067
[39][210/258],4.298,3.681,0.3165,0.6025,0.9000,0.7076
[39][211/258],4.452,3.685,0.8766,0.6038,0.6000,0.7071
[39][212/258],3.696,3.685,0.6939,0.6042,0.7000,0.7070
[39][213/258],4.336,3.688,0.5346,0.6039,0.6000,0.7065
[39][214/258],4.929,3.694,0.8557,0.6051,0.5000,0.7056
[39][215/258],4.405,3.697,0.5862,0.6050,0.6000,0.7051
[39][216/258],4.279,3.700,0.4011,0.6041,0.9000,0.7060
[39][217/258],3.441,3.698,0.4322,0.6033,0.9000,0.7069
[39][218/258],4.391,3.702,0.6877,0.6037,0.7000,0.7068
[39][219/258],3.933,3.703,0.4989,0.6032,0.8000,0.7073
[39][220/258],4.772,3.708,0.5888,0.6031,0.7000,0.7072
[39][221/258],3.771,3.708,0.4146,0.6023,0.8000,0.7077
[39][222/258],3.809,3.708,0.5746,0.6021,0.8000,0.7081
[39][223/258],3.459,3.707,0.3611,0.6011,0.8000,0.7085
[39][224/258],4.025,3.709,0.8360,0.6021,0.7000,0.7084
[39][225/258],4.338,3.711,0.3891,0.6012,0.8000,0.7088
[39][226/258],5.685,3.720,0.9273,0.6026,0.5000,0.7079
[39][227/258],3.990,3.721,0.6173,0.6027,0.7000,0.7079
[39][228/258],4.742,3.726,0.4706,0.6021,0.8000,0.7083
[39][229/258],5.023,3.731,0.9378,0.6036,0.6000,0.7078
[39][230/258],4.329,3.734,0.8955,0.6048,0.8000,0.7082
[39][231/258],4.763,3.738,0.6348,0.6049,0.9000,0.7091
[39][232/258],4.316,3.741,1.2917,0.6079,0.4000,0.7077
[39][233/258],4.634,3.745,0.2835,0.6065,1.0000,0.7090
[39][234/258],4.172,3.746,0.6025,0.6065,0.6000,0.7085
[39][235/258],4.308,3.749,0.4296,0.6057,0.9000,0.7093
[39][236/258],3.434,3.748,0.5981,0.6057,0.4000,0.7080
[39][237/258],6.203,3.758,0.4709,0.6051,0.8000,0.7084
[39][238/258],3.901,3.758,0.5122,0.6048,0.8000,0.7088
[39][239/258],4.530,3.762,0.6898,0.6051,0.8000,0.7092
[39][240/258],4.575,3.765,0.6266,0.6052,0.7000,0.7091
[39][241/258],4.314,3.767,0.6284,0.6053,0.5000,0.7083
[39][242/258],4.675,3.771,0.7787,0.6060,0.7000,0.7082
[39][243/258],4.192,3.773,0.5167,0.6056,0.7000,0.7082
[39][244/258],4.239,3.775,0.4276,0.6049,0.7000,0.7082
[39][245/258],5.240,3.781,0.9313,0.6062,0.8000,0.7085
[39][246/258],4.196,3.782,0.5583,0.6060,0.6000,0.7081
[39][247/258],4.176,3.784,0.5314,0.6057,0.7000,0.7081
[39][248/258],4.774,3.788,0.6656,0.6060,0.6000,0.7076
[39][249/258],3.232,3.786,0.5665,0.6058,0.5000,0.7068
[39][250/258],4.268,3.788,0.6111,0.6058,0.7000,0.7068
[39][251/258],4.261,3.789,0.6273,0.6059,0.7000,0.7067
[39][252/258],4.070,3.791,0.5585,0.6057,0.7000,0.7067
[39][253/258],5.390,3.797,0.6894,0.6061,0.6000,0.7063
[39][254/258],3.892,3.797,0.4787,0.6056,0.9000,0.7071
[39][255/258],3.939,3.798,0.6334,0.6057,0.7000,0.7070
[39][256/258],4.197,3.799,0.7493,0.6062,0.7000,0.7070
[39][257/258],3.311,3.797,0.8950,0.6070,0.2857,0.7059
[40][0/258],2.847,2.847,0.5196,0.5196,0.7000,0.7000
[40][1/258],3.333,3.090,0.2576,0.3886,1.0000,0.8500
[40][2/258],3.273,3.151,0.4195,0.3989,0.8000,0.8333
[40][3/258],3.416,3.217,0.6462,0.4607,0.6000,0.7750
[40][4/258],3.255,3.225,0.4578,0.4601,0.9000,0.8000
[40][5/258],3.775,3.316,0.4575,0.4597,0.8000,0.8000
[40][6/258],3.627,3.361,0.5703,0.4755,0.6000,0.7714
[40][7/258],3.035,3.320,0.6062,0.4918,0.6000,0.7500
[40][8/258],2.897,3.273,0.6847,0.5132,0.7000,0.7444
[40][9/258],3.262,3.272,0.4267,0.5046,0.8000,0.7500
[40][10/258],2.518,3.203,0.4675,0.5012,0.7000,0.7455
[40][11/258],2.284,3.127,0.9893,0.5419,0.7000,0.7417
[40][12/258],4.210,3.210,0.5180,0.5401,0.7000,0.7385
[40][13/258],2.867,3.185,0.3632,0.5274,0.9000,0.7500
[40][14/258],3.003,3.173,0.3681,0.5168,1.0000,0.7667
[40][15/258],3.245,3.178,0.4363,0.5118,0.8000,0.7688
[40][16/258],3.241,3.182,0.4753,0.5096,0.8000,0.7706
[40][17/258],2.900,3.166,0.5779,0.5134,0.8000,0.7722
[40][18/258],2.931,3.153,0.4616,0.5107,0.8000,0.7737
[40][19/258],3.201,3.156,0.3900,0.5047,0.7000,0.7700
[40][20/258],3.260,3.161,0.6898,0.5135,0.5000,0.7571
[40][21/258],3.431,3.173,0.6035,0.5176,0.8000,0.7591
[40][22/258],2.683,3.152,0.5790,0.5202,0.7000,0.7565
[40][23/258],2.786,3.137,0.5211,0.5203,0.7000,0.7542
[40][24/258],2.137,3.097,0.4730,0.5184,0.8000,0.7560
[40][25/258],2.702,3.081,0.5214,0.5185,0.8000,0.7577
[40][26/258],2.815,3.072,0.5981,0.5214,0.7000,0.7556
[40][27/258],2.866,3.064,0.7561,0.5298,0.7000,0.7536
[40][28/258],3.156,3.067,0.4050,0.5255,0.9000,0.7586
[40][29/258],3.457,3.080,0.3427,0.5194,1.0000,0.7667
[40][30/258],2.920,3.075,0.4888,0.5184,0.9000,0.7710
[40][31/258],2.880,3.069,0.5195,0.5185,0.9000,0.7750
[40][32/258],3.264,3.075,0.4355,0.5160,0.9000,0.7788
[40][33/258],3.856,3.098,0.3819,0.5120,0.8000,0.7794
[40][34/258],3.375,3.106,0.5191,0.5122,0.8000,0.7800
[40][35/258],3.479,3.116,0.4230,0.5097,0.7000,0.7778
[40][36/258],3.219,3.119,0.4894,0.5092,0.8000,0.7784
[40][37/258],2.898,3.113,1.0061,0.5223,0.6000,0.7737
[40][38/258],3.089,3.113,0.4504,0.5204,0.8000,0.7744
[40][39/258],3.603,3.125,0.6197,0.5229,0.6000,0.7700
[40][40/258],2.949,3.120,0.4507,0.5211,0.7000,0.7683
[40][41/258],3.246,3.123,0.6145,0.5234,0.7000,0.7667
[40][42/258],3.215,3.126,0.7381,0.5284,0.7000,0.7651
[40][43/258],2.771,3.118,0.5395,0.5286,0.7000,0.7636
[40][44/258],2.622,3.107,0.3667,0.5250,0.9000,0.7667
[40][45/258],3.793,3.121,0.6106,0.5269,0.7000,0.7652
[40][46/258],3.438,3.128,0.6758,0.5300,0.7000,0.7638
[40][47/258],3.032,3.126,0.5386,0.5302,0.8000,0.7646
[40][48/258],3.307,3.130,0.6386,0.5324,0.7000,0.7633
[40][49/258],2.696,3.121,0.3825,0.5294,0.8000,0.7640
[40][50/258],2.702,3.113,0.5777,0.5304,0.8000,0.7647
[40][51/258],4.137,3.133,0.3943,0.5278,0.8000,0.7654
[40][52/258],3.405,3.138,0.6103,0.5293,0.7000,0.7642
[40][53/258],3.706,3.148,0.3294,0.5256,0.9000,0.7667
[40][54/258],3.531,3.155,0.4410,0.5241,0.8000,0.7673
[40][55/258],3.403,3.160,0.2350,0.5189,1.0000,0.7714
[40][56/258],3.710,3.169,0.9262,0.5261,0.4000,0.7649
[40][57/258],2.874,3.164,0.5115,0.5258,0.7000,0.7638
[40][58/258],4.049,3.179,0.6449,0.5278,0.6000,0.7610
[40][59/258],3.691,3.188,0.6876,0.5305,0.6000,0.7583
[40][60/258],4.144,3.203,0.4032,0.5284,0.8000,0.7590
[40][61/258],4.863,3.230,0.2606,0.5241,1.0000,0.7629
[40][62/258],3.351,3.232,0.8352,0.5290,0.5000,0.7587
[40][63/258],2.709,3.224,0.4472,0.5277,0.8000,0.7594
[40][64/258],2.885,3.219,0.3331,0.5247,1.0000,0.7631
[40][65/258],2.992,3.215,0.8305,0.5294,0.7000,0.7621
[40][66/258],4.304,3.232,0.5741,0.5300,0.7000,0.7612
[40][67/258],3.483,3.235,0.4701,0.5292,0.7000,0.7603
[40][68/258],3.005,3.232,0.6875,0.5315,0.7000,0.7594
[40][69/258],3.533,3.236,0.5445,0.5316,0.6000,0.7571
[40][70/258],3.004,3.233,0.6019,0.5326,0.6000,0.7549
[40][71/258],4.052,3.244,0.3971,0.5308,0.9000,0.7569
[40][72/258],3.454,3.247,0.6781,0.5328,0.5000,0.7534
[40][73/258],2.883,3.242,0.5871,0.5335,0.6000,0.7514
[40][74/258],3.428,3.245,0.6241,0.5347,0.5000,0.7480
[40][75/258],2.838,3.239,0.4766,0.5339,0.8000,0.7487
[40][76/258],3.402,3.242,0.5088,0.5336,0.9000,0.7506
[40][77/258],4.258,3.255,0.4275,0.5323,0.8000,0.7513
[40][78/258],4.344,3.268,0.5996,0.5331,0.7000,0.7506
[40][79/258],3.089,3.266,0.6543,0.5346,0.7000,0.7500
[40][80/258],3.618,3.270,0.5029,0.5342,0.7000,0.7494
[40][81/258],3.993,3.279,0.4965,0.5338,0.7000,0.7488
[40][82/258],3.725,3.285,0.7675,0.5366,0.8000,0.7494
[40][83/258],3.869,3.292,0.6235,0.5376,0.5000,0.7464
[40][84/258],4.259,3.303,0.3727,0.5357,0.9000,0.7482
[40][85/258],3.554,3.306,0.7408,0.5381,0.7000,0.7477
[40][86/258],4.266,3.317,0.4368,0.5369,0.8000,0.7483
[40][87/258],3.789,3.322,0.5330,0.5369,0.6000,0.7466
[40][88/258],3.150,3.320,0.4762,0.5362,0.8000,0.7472
[40][89/258],5.364,3.343,0.6868,0.5379,0.5000,0.7444
[40][90/258],4.197,3.352,0.4325,0.5367,0.8000,0.7451
[40][91/258],2.880,3.347,0.4164,0.5354,0.7000,0.7446
[40][92/258],4.028,3.355,0.4937,0.5349,0.7000,0.7441
[40][93/258],4.554,3.367,0.6799,0.5365,0.6000,0.7426
[40][94/258],5.074,3.385,0.5608,0.5367,0.6000,0.7411
[40][95/258],3.943,3.391,0.4791,0.5361,0.8000,0.7417
[40][96/258],3.342,3.391,0.8300,0.5392,0.4000,0.7381
[40][97/258],3.943,3.396,0.4110,0.5379,0.8000,0.7388
[40][98/258],3.380,3.396,0.8088,0.5406,0.8000,0.7394
[40][99/258],4.326,3.405,0.7161,0.5424,0.5000,0.7370
[40][100/258],2.795,3.399,0.3826,0.5408,0.9000,0.7386
[40][101/258],3.806,3.403,0.5326,0.5407,0.5000,0.7363
[40][102/258],3.903,3.408,0.3647,0.5390,0.9000,0.7379
[40][103/258],3.627,3.410,0.4975,0.5386,0.7000,0.7375
[40][104/258],10.938,3.482,0.5566,0.5388,0.7000,0.7371
[40][105/258],7.027,3.515,0.7416,0.5407,0.7000,0.7368
[40][106/258],3.101,3.512,0.6342,0.5415,0.5000,0.7346
[40][107/258],3.598,3.512,0.5396,0.5415,0.7000,0.7343
[40][108/258],3.549,3.513,0.7866,0.5438,0.5000,0.7321
[40][109/258],3.837,3.516,0.3606,0.5421,0.9000,0.7336
[40][110/258],4.020,3.520,0.5454,0.5421,0.9000,0.7351
[40][111/258],3.645,3.521,0.5095,0.5418,0.7000,0.7348
[40][112/258],3.758,3.523,0.7520,0.5437,0.7000,0.7345
[40][113/258],4.029,3.528,0.4662,0.5430,0.8000,0.7351
[40][114/258],4.031,3.532,0.7297,0.5446,0.5000,0.7330
[40][115/258],3.366,3.531,0.5150,0.5444,0.8000,0.7336
[40][116/258],4.004,3.535,0.6863,0.5456,0.7000,0.7333
[40][117/258],3.544,3.535,0.5906,0.5460,0.6000,0.7322
[40][118/258],3.604,3.536,0.6830,0.5471,0.7000,0.7319
[40][119/258],3.312,3.534,0.5696,0.5473,0.6000,0.7308
[40][120/258],3.531,3.534,0.3365,0.5456,0.9000,0.7322
[40][121/258],3.695,3.535,0.9792,0.5491,0.7000,0.7320
[40][122/258],3.435,3.534,0.5766,0.5494,0.6000,0.7309
[40][123/258],4.135,3.539,0.5243,0.5492,0.9000,0.7323
[40][124/258],3.412,3.538,0.3171,0.5473,0.9000,0.7336
[40][125/258],2.877,3.533,0.6443,0.5481,0.6000,0.7325
[40][126/258],4.451,3.540,0.5442,0.5480,0.8000,0.7331
[40][127/258],4.143,3.545,0.7651,0.5497,0.5000,0.7312
[40][128/258],4.283,3.550,0.3254,0.5480,0.8000,0.7318
[40][129/258],3.723,3.552,0.5730,0.5482,0.6000,0.7308
[40][130/258],3.500,3.551,0.3321,0.5465,0.9000,0.7321
[40][131/258],3.692,3.552,0.5591,0.5466,0.8000,0.7326
[40][132/258],2.626,3.545,0.4408,0.5458,0.9000,0.7338
[40][133/258],4.072,3.549,0.3942,0.5447,0.9000,0.7351
[40][134/258],3.610,3.550,0.8151,0.5467,0.6000,0.7341
[40][135/258],3.404,3.549,0.5872,0.5470,0.6000,0.7331
[40][136/258],3.348,3.547,0.5450,0.5470,0.8000,0.7336
[40][137/258],3.324,3.546,0.4682,0.5464,0.6000,0.7326
[40][138/258],3.992,3.549,0.5227,0.5463,0.7000,0.7324
[40][139/258],4.024,3.552,0.7139,0.5475,0.6000,0.7314
[40][140/258],3.738,3.554,0.9876,0.5506,0.5000,0.7298
[40][141/258],3.545,3.554,0.4223,0.5497,0.8000,0.7303
[40][142/258],3.232,3.551,0.5791,0.5499,0.6000,0.7294
[40][143/258],4.884,3.561,0.6021,0.5502,0.7000,0.7292
[40][144/258],3.038,3.557,0.5553,0.5503,0.5000,0.7276
[40][145/258],3.237,3.555,0.3534,0.5489,0.8000,0.7281
[40][146/258],3.508,3.554,0.5464,0.5489,0.8000,0.7286
[40][147/258],4.606,3.562,0.7161,0.5500,0.6000,0.7277
[40][148/258],3.364,3.560,0.5047,0.5497,0.7000,0.7275
[40][149/258],3.527,3.560,0.3570,0.5484,0.9000,0.7287
[40][150/258],4.504,3.566,0.5646,0.5486,0.7000,0.7285
[40][151/258],4.204,3.570,0.9428,0.5511,0.6000,0.7276
[40][152/258],4.234,3.575,0.6308,0.5517,0.6000,0.7268
[40][153/258],3.478,3.574,0.7132,0.5527,0.5000,0.7253
[40][154/258],3.424,3.573,0.4576,0.5521,0.7000,0.7252
[40][155/258],3.155,3.570,1.0747,0.5555,0.7000,0.7250
[40][156/258],3.691,3.571,0.7196,0.5565,0.6000,0.7242
[40][157/258],3.397,3.570,0.7145,0.5575,0.7000,0.7241
[40][158/258],3.225,3.568,0.9520,0.5600,0.7000,0.7239
[40][159/258],3.019,3.565,0.4195,0.5591,0.8000,0.7244
[40][160/258],3.072,3.561,0.5982,0.5593,0.7000,0.7242
[40][161/258],4.912,3.570,0.6866,0.5601,0.8000,0.7247
[40][162/258],3.879,3.572,0.5372,0.5600,0.7000,0.7245
[40][163/258],3.747,3.573,0.6144,0.5603,0.8000,0.7250
[40][164/258],2.849,3.568,0.4981,0.5599,0.9000,0.7261
[40][165/258],2.970,3.565,0.4262,0.5591,0.9000,0.7271
[40][166/258],4.113,3.568,1.1567,0.5627,0.4000,0.7251
[40][167/258],4.016,3.571,0.6136,0.5630,0.6000,0.7244
[40][168/258],4.068,3.574,0.5397,0.5629,0.7000,0.7243
[40][169/258],3.823,3.575,0.7189,0.5638,0.7000,0.7241
[40][170/258],3.468,3.575,0.3347,0.5625,0.8000,0.7246
[40][171/258],3.745,3.575,0.6033,0.5627,0.7000,0.7244
[40][172/258],3.500,3.575,0.5464,0.5626,0.6000,0.7237
[40][173/258],2.696,3.570,0.4216,0.5618,0.8000,0.7241
[40][174/258],3.894,3.572,0.3972,0.5609,0.9000,0.7251
[40][175/258],2.996,3.569,0.5049,0.5605,0.7000,0.7250
[40][176/258],3.363,3.567,0.5763,0.5606,0.7000,0.7249
[40][177/258],2.398,3.561,0.6148,0.5609,0.6000,0.7242
[40][178/258],4.390,3.565,0.4430,0.5603,0.9000,0.7251
[40][179/258],4.457,3.570,1.3191,0.5645,0.5000,0.7239
[40][180/258],3.604,3.571,0.4597,0.5639,0.8000,0.7243
[40][181/258],4.010,3.573,0.5970,0.5641,0.8000,0.7247
[40][182/258],3.844,3.575,0.6026,0.5643,0.7000,0.7246
[40][183/258],4.508,3.580,0.7625,0.5654,0.5000,0.7234
[40][184/258],3.405,3.579,0.3030,0.5640,0.9000,0.7243
[40][185/258],8.917,3.607,0.3554,0.5628,0.9000,0.7253
[40][186/258],4.220,3.611,0.5193,0.5626,0.8000,0.7257
[40][187/258],4.419,3.615,0.3829,0.5616,0.9000,0.7266
[40][188/258],3.602,3.615,0.4387,0.5610,0.8000,0.7270
[40][189/258],3.542,3.614,0.4228,0.5603,0.9000,0.7279
[40][190/258],3.384,3.613,0.6660,0.5608,0.5000,0.7267
[40][191/258],3.097,3.611,0.4384,0.5602,0.8000,0.7271
[40][192/258],3.236,3.609,0.9552,0.5622,0.8000,0.7275
[40][193/258],4.794,3.615,0.5403,0.5621,0.7000,0.7273
[40][194/258],4.306,3.618,0.6347,0.5625,0.6000,0.7267
[40][195/258],4.998,3.625,0.8163,0.5638,0.7000,0.7265
[40][196/258],4.315,3.629,0.5816,0.5639,0.6000,0.7259
[40][197/258],4.098,3.631,0.5644,0.5639,0.7000,0.7258
[40][198/258],3.342,3.630,0.5186,0.5637,0.9000,0.7266
[40][199/258],4.084,3.632,0.4632,0.5632,0.6000,0.7260
[40][200/258],4.176,3.635,0.5238,0.5630,0.8000,0.7264
[40][201/258],3.761,3.635,0.5518,0.5629,0.7000,0.7262
[40][202/258],4.678,3.640,0.4942,0.5626,0.8000,0.7266
[40][203/258],4.094,3.643,0.3104,0.5613,0.9000,0.7275
[40][204/258],3.848,3.644,0.4094,0.5606,0.7000,0.7273
[40][205/258],3.846,3.645,0.5423,0.5605,0.7000,0.7272
[40][206/258],3.598,3.644,0.7062,0.5612,0.8000,0.7275
[40][207/258],3.278,3.643,0.5133,0.5610,0.7000,0.7274
[40][208/258],3.477,3.642,0.5735,0.5610,0.5000,0.7263
[40][209/258],4.945,3.648,0.5053,0.5608,0.8000,0.7267
[40][210/258],4.280,3.651,0.4538,0.5603,0.8000,0.7270
[40][211/258],4.625,3.656,0.7045,0.5609,0.6000,0.7264
[40][212/258],4.807,3.661,0.8228,0.5622,0.4000,0.7249
[40][213/258],3.507,3.660,0.4473,0.5616,0.8000,0.7252
[40][214/258],4.878,3.666,0.7595,0.5625,0.6000,0.7247
[40][215/258],3.788,3.667,0.5914,0.5627,0.7000,0.7245
[40][216/258],3.289,3.665,1.3191,0.5662,0.6000,0.7240
[40][217/258],3.002,3.662,0.4828,0.5658,0.8000,0.7243
[40][218/258],4.139,3.664,0.5817,0.5659,0.5000,0.7233
[40][219/258],3.703,3.664,0.5826,0.5659,0.7000,0.7232
[40][220/258],3.632,3.664,0.8838,0.5674,0.6000,0.7226
[40][221/258],3.653,3.664,0.8105,0.5685,0.6000,0.7221
[40][222/258],3.842,3.665,0.5553,0.5684,0.7000,0.7220
[40][223/258],3.772,3.665,0.8565,0.5697,0.5000,0.7210
[40][224/258],4.384,3.668,0.6386,0.5700,0.6000,0.7204
[40][225/258],5.109,3.675,0.6362,0.5703,0.7000,0.7204
[40][226/258],4.647,3.679,0.4840,0.5699,0.8000,0.7207
[40][227/258],4.051,3.681,0.5677,0.5699,0.7000,0.7206
[40][228/258],4.796,3.686,0.3711,0.5690,0.8000,0.7210
[40][229/258],5.606,3.694,0.5774,0.5691,0.8000,0.7213
[40][230/258],4.088,3.696,0.8177,0.5702,0.6000,0.7208
[40][231/258],4.144,3.698,0.8275,0.5713,0.6000,0.7203
[40][232/258],3.980,3.699,0.7079,0.5718,0.6000,0.7197
[40][233/258],3.498,3.698,0.4555,0.5713,0.7000,0.7197
[40][234/258],4.880,3.703,0.6788,0.5718,0.6000,0.7191
[40][235/258],3.726,3.703,0.4406,0.5712,0.8000,0.7195
[40][236/258],3.025,3.700,0.4986,0.5709,0.7000,0.7194
[40][237/258],4.137,3.702,0.4963,0.5706,0.7000,0.7193
[40][238/258],3.716,3.702,0.7376,0.5713,0.6000,0.7188
[40][239/258],4.387,3.705,0.4982,0.5710,0.9000,0.7196
[40][240/258],5.881,3.714,0.3958,0.5703,0.8000,0.7199
[40][241/258],5.071,3.720,0.8791,0.5716,0.7000,0.7198
[40][242/258],4.138,3.721,0.5808,0.5716,0.8000,0.7202
[40][243/258],3.520,3.721,0.4524,0.5711,0.8000,0.7205
[40][244/258],3.674,3.720,0.5494,0.5710,0.8000,0.7208
[40][245/258],4.876,3.725,0.6836,0.5715,0.8000,0.7211
[40][246/258],4.708,3.729,0.4680,0.5711,0.8000,0.7215
[40][247/258],4.356,3.732,0.6488,0.5714,0.6000,0.7210
[40][248/258],3.782,3.732,0.5772,0.5714,0.7000,0.7209
[40][249/258],4.523,3.735,0.5890,0.5715,0.7000,0.7208
[40][250/258],3.836,3.735,0.5260,0.5713,0.9000,0.7215
[40][251/258],4.442,3.738,0.5098,0.5711,0.7000,0.7214
[40][252/258],4.081,3.739,0.7272,0.5717,0.5000,0.7206
[40][253/258],5.926,3.748,0.6494,0.5720,0.6000,0.7201
[40][254/258],3.249,3.746,0.5887,0.5720,0.8000,0.7204
[40][255/258],4.196,3.748,0.5821,0.5721,0.8000,0.7207
[40][256/258],4.575,3.751,0.4969,0.5718,0.7000,0.7206
[40][257/258],2.609,3.747,0.9848,0.5729,0.5714,0.7202
[41][0/258],3.638,3.638,0.8694,0.8694,0.7000,0.7000
[41][1/258],3.446,3.542,0.5591,0.7143,0.7000,0.7000
[41][2/258],2.553,3.212,0.4109,0.6131,0.7000,0.7000
[41][3/258],3.806,3.361,0.8352,0.6686,0.5000,0.6500
[41][4/258],2.309,3.150,0.4071,0.6163,0.9000,0.7000
[41][5/258],3.377,3.188,0.3675,0.5749,0.8000,0.7167
[41][6/258],3.221,3.193,0.4570,0.5580,0.9000,0.7429
[41][7/258],2.220,3.071,0.4042,0.5388,0.9000,0.7625
[41][8/258],2.727,3.033,0.3767,0.5208,1.0000,0.7889
[41][9/258],4.381,3.168,0.4054,0.5093,0.8000,0.7900
[41][10/258],2.945,3.148,0.2935,0.4896,0.9000,0.8000
[41][11/258],4.111,3.228,0.6315,0.5015,0.5000,0.7750
[41][12/258],2.859,3.199,0.8381,0.5274,0.8000,0.7769
[41][13/258],2.975,3.183,0.4342,0.5207,0.9000,0.7857
[41][14/258],2.424,3.133,0.2019,0.4994,1.0000,0.8000
[41][15/258],2.665,3.104,0.3627,0.4909,1.0000,0.8125
[41][16/258],2.827,3.087,1.1168,0.5277,0.5000,0.7941
[41][17/258],3.072,3.086,0.3441,0.5175,0.8000,0.7944
[41][18/258],2.570,3.059,0.5049,0.5169,0.6000,0.7842
[41][19/258],4.439,3.128,0.4260,0.5123,0.9000,0.7900
[41][20/258],3.638,3.152,0.6976,0.5211,0.6000,0.7810
[41][21/258],4.101,3.196,0.5643,0.5231,0.7000,0.7773
[41][22/258],2.861,3.181,0.4337,0.5192,0.9000,0.7826
[41][23/258],2.798,3.165,0.4366,0.5158,0.7000,0.7792
[41][24/258],3.430,3.176,0.5464,0.5170,0.8000,0.7800
[41][25/258],3.390,3.184,0.3793,0.5117,0.9000,0.7846
[41][26/258],2.777,3.169,0.4007,0.5076,1.0000,0.7926
[41][27/258],3.773,3.190,0.4956,0.5072,0.9000,0.7964
[41][28/258],2.580,3.169,0.3677,0.5023,0.9000,0.8000
[41][29/258],3.538,3.182,0.6610,0.5076,0.6000,0.7933
[41][30/258],3.162,3.181,0.5246,0.5082,0.7000,0.7903
[41][31/258],2.918,3.173,0.4870,0.5075,0.8000,0.7906
[41][32/258],3.469,3.182,0.6579,0.5121,0.6000,0.7848
[41][33/258],2.998,3.176,0.7468,0.5190,0.8000,0.7853
[41][34/258],4.151,3.204,0.5337,0.5194,0.8000,0.7857
[41][35/258],2.875,3.195,0.4086,0.5163,0.8000,0.7861
[41][36/258],3.597,3.206,0.5189,0.5164,0.6000,0.7811
[41][37/258],3.051,3.202,0.5548,0.5174,0.7000,0.7789
[41][38/258],3.558,3.211,0.7023,0.5221,0.4000,0.7692
[41][39/258],3.464,3.217,0.5311,0.5224,0.6000,0.7650
[41][40/258],3.029,3.213,0.3267,0.5176,1.0000,0.7707
[41][41/258],2.764,3.202,0.7808,0.5239,0.8000,0.7714
[41][42/258],2.945,3.196,0.7097,0.5282,0.6000,0.7674
